Genes	KOG
Glyma.18G109900	I
Glyma.05G232600	I
Glyma.16G080900	I
Glyma.03G117300	I
Glyma.08G307800	I
Glyma.17G222800	I
Glyma.16G209300	I
Glyma.08G040000	I
Glyma.15G254100	S
Glyma.08G173300	S
Glyma.13G179500	J
Glyma.07G196700	J
Glyma.10G216700	J
Glyma.20G175300	J
Glyma.14G093300	C
Glyma.06G051400	C
Glyma.04G050600	C
Glyma.17G168200	U
Glyma.06G012000	U
Glyma.01G189400	U
Glyma.04G012200	U
Glyma.04G012100	U
Glyma.05G096900	U
Glyma.06G011900	U
Glyma.20G157800	A
Glyma.15G172700	A
Glyma.10G236702	A
Glyma.09G066700	A
Glyma.07G228100	U
Glyma.18G262100	U
Glyma.02G111000	U
Glyma.15G046800	U
Glyma.13G081400	U
Glyma.04G251300	U
Glyma.20G031400	U
Glyma.19G025300	U
Glyma.14G147800	U
Glyma.08G127800	U
Glyma.06G111400	U
Glyma.05G169500	U
Glyma.08G186000	U
Glyma.13G061200	U
Glyma.20G150700	U
Glyma.14G004900	U
Glyma.02G308100	U
Glyma.10G243500	U
Glyma.19G159700	U
Glyma.18G075800	U
Glyma.05G184000	J
Glyma.15G271300	J
Glyma.08G141700	J
Glyma.05G184100	J
Glyma.08G151900	J
Glyma.08G141800	J
Glyma.02G016000	J
Glyma.19G213200	J
Glyma.19G208200	J
Glyma.10G016300	J
Glyma.01G140102	J
Glyma.10G016400	J
Glyma.03G211000	J
Glyma.02G015900	J
Glyma.03G216600	J
Glyma.11G037500	J
Glyma.08G012700	T
Glyma.08G012700	Z
Glyma.17G092600	T
Glyma.17G092600	Z
Glyma.11G226400	T
Glyma.11G226400	Z
Glyma.05G034700	T
Glyma.05G034700	Z
Glyma.10G256600	T
Glyma.10G256600	Z
Glyma.07G073600	T
Glyma.07G073600	Z
Glyma.14G062700	T
Glyma.14G062700	Z
Glyma.04G046200	T
Glyma.04G046200	Z
Glyma.03G013900	T
Glyma.03G013900	Z
Glyma.14G089024	T
Glyma.14G089024	Z
Glyma.17G234700	T
Glyma.17G234700	Z
Glyma.18G230400	T
Glyma.18G230400	Z
Glyma.06G185000	T
Glyma.06G185000	Z
Glyma.04G179800	T
Glyma.04G179800	Z
Glyma.09G261800	T
Glyma.09G261800	Z
Glyma.06G047000	T
Glyma.06G047000	Z
Glyma.05G205800	T
Glyma.05G205800	Z
Glyma.18G030900	T
Glyma.18G030900	Z
Glyma.14G065000	Z
Glyma.14G065000	T
Glyma.02G059900	Z
Glyma.02G059900	T
Glyma.02G251800	Z
Glyma.02G251800	T
Glyma.11G062400	Z
Glyma.11G062400	T
Glyma.16G142700	Z
Glyma.16G142700	T
Glyma.01G179800	Z
Glyma.01G179800	T
Glyma.11G223800	Z
Glyma.11G223800	T
Glyma.18G034100	Z
Glyma.18G034100	T
Glyma.17G247700	Z
Glyma.17G247700	T
Glyma.14G077800	Z
Glyma.14G077800	T
Glyma.11G173100	S
Glyma.18G061500	S
Glyma.05G046900	E
Glyma.10G026200	V
Glyma.02G145800	J
Glyma.12G215900	J
Glyma.13G285600	J
Glyma.06G045000	E
Glyma.04G044500	E
Glyma.09G264400	J
Glyma.18G227500	J
Glyma.17G212100	F
Glyma.14G115700	F
Glyma.04G045000	F
Glyma.06G045500	F
Glyma.11G031200	F
Glyma.01G210800	F
Glyma.05G056500	F
Glyma.04G065800	F
Glyma.06G067200	F
Glyma.17G138800	F
Glyma.19G211800	J
Glyma.03G215300	J
Glyma.10G150800	J
Glyma.19G232100	J
Glyma.03G234600	J
Glyma.20G237400	J
Glyma.12G025400	J
Glyma.11G099300	J
Glyma.20G052800	J
Glyma.02G052600	J
Glyma.15G263200	J
Glyma.15G134800	J
Glyma.09G029000	J
Glyma.08G164000	J
Glyma.06G145000	V
Glyma.10G200100	V
Glyma.14G051200	V
Glyma.02G266300	V
Glyma.18G013200	V
Glyma.04G220900	V
Glyma.08G008600	V
Glyma.05G201200	V
Glyma.02G095100	V
Glyma.05G174000	V
Glyma.06G165302	V
Glyma.17G016700	V
Glyma.11G243900	V
Glyma.07G257400	V
Glyma.08G131200	V
Glyma.04G200300	V
Glyma.18G286300	V
Glyma.05G062900	V
Glyma.17G144900	V
Glyma.05G225200	V
Glyma.08G032000	V
Glyma.11G052700	V
Glyma.13G151600	J
Glyma.19G189600	J
Glyma.03G189300	J
Glyma.10G066500	J
Glyma.12G182000	J
Glyma.12G085800	J
Glyma.13G318800	J
Glyma.11G188900	J
Glyma.01G163900	O
Glyma.09G136000	O
Glyma.11G125300	O
Glyma.09G258900	O
Glyma.15G261500	O
Glyma.16G181500	O
Glyma.11G079600	O
Glyma.02G045700	O
Glyma.18G233700	O
Glyma.03G008500	O
Glyma.07G069800	O
Glyma.16G123700	O
Glyma.01G045400	U
Glyma.11G065100	U
Glyma.18G105400	U
Glyma.01G177300	U
Glyma.02G105800	U
Glyma.17G098800	U
Glyma.18G121600	U
Glyma.04G171200	U
Glyma.08G299300	U
Glyma.06G192700	U
Glyma.05G027700	U
Glyma.08G310600	U
Glyma.02G199000	V
Glyma.02G199100	V
Glyma.04G024900	V
Glyma.10G077900	V
Glyma.06G025000	V
Glyma.09G044200	D
Glyma.09G044200	Z
Glyma.10G151800	D
Glyma.10G151800	Z
Glyma.15G148900	D
Glyma.15G148900	Z
Glyma.13G165200	J
Glyma.09G094200	J
Glyma.09G094300	J
Glyma.17G105900	J
Glyma.13G222200	O
Glyma.10G161600	O
Glyma.20G124700	D
Glyma.10G265900	D
Glyma.03G207500	J
Glyma.19G205000	J
Glyma.06G207400	J
Glyma.08G367400	U
Glyma.06G033400	Z
Glyma.20G158900	Z
Glyma.11G024500	Z
Glyma.08G013400	Z
Glyma.05G206500	Z
Glyma.13G131700	Z
Glyma.19G164400	Z
Glyma.10G044000	Z
Glyma.11G106600	Z
Glyma.15G125300	Z
Glyma.12G031700	Z
Glyma.01G218900	Z
Glyma.10G235500	Z
Glyma.09G019200	Z
Glyma.20G209800	Z
Glyma.03G162900	Z
Glyma.06G003900	Z
Glyma.10G180700	Z
Glyma.04G004250	Z
Glyma.04G253000	I
Glyma.13G083300	I
Glyma.06G159600	I
Glyma.01G125100	J
Glyma.18G206300	J
Glyma.13G357200	J
Glyma.15G016400	J
Glyma.07G155900	J
Glyma.05G091932	J
Glyma.04G187500	J
Glyma.17G085400	J
Glyma.06G178300	J
Glyma.02G038700	J
Glyma.05G040900	J
Glyma.01G026100	J
Glyma.08G362600	P
Glyma.07G231900	P
Glyma.02G279400	P
Glyma.18G299400	P
Glyma.20G040900	P
Glyma.14G035300	P
Glyma.19G173400	B
Glyma.11G141700	B
Glyma.12G065200	B
Glyma.11G142100	B
Glyma.20G191600	B
Glyma.03G172500	B
Glyma.11G141600	B
Glyma.13G132100	B
Glyma.11G191600	B
Glyma.13G321600	B
Glyma.12G082700	B
Glyma.10G198500	B
Glyma.12G065400	B
Glyma.12G179100	B
Glyma.11G141800	B
Glyma.12G065100	B
Glyma.08G227400	B
Glyma.13G173100	B
Glyma.05G188600	B
Glyma.18G015200	B
Glyma.05G188700	B
Glyma.16G026300	B
Glyma.07G202500	B
Glyma.18G015300	B
Glyma.08G245000	B
Glyma.12G055200	B
Glyma.07G057300	B
Glyma.11G130900	B
Glyma.17G176600	B
Glyma.14G217100	B
Glyma.18G266200	B
Glyma.15G032300	B
Glyma.03G133100	B
Glyma.11G241702	B
Glyma.20G056700	B
Glyma.17G255602	B
Glyma.15G222200	B
Glyma.11G241800	B
Glyma.13G342000	B
Glyma.09G207800	D
Glyma.09G207800	O
Glyma.14G201900	D
Glyma.14G201900	O
Glyma.08G008800	Q
Glyma.08G008800	I
Glyma.08G008800	C
Glyma.05G201300	Q
Glyma.05G201300	I
Glyma.05G201300	C
Glyma.13G214600	Q
Glyma.13G214600	I
Glyma.13G214600	C
Glyma.07G042900	Q
Glyma.07G042900	I
Glyma.07G042900	C
Glyma.09G248500	Q
Glyma.09G248500	I
Glyma.09G248500	C
Glyma.15G098500	Q
Glyma.15G098500	I
Glyma.15G098500	C
Glyma.18G244300	Q
Glyma.18G244300	I
Glyma.18G244300	C
Glyma.18G245900	Q
Glyma.18G245900	I
Glyma.18G245900	C
Glyma.10G158500	Q
Glyma.10G158500	I
Glyma.10G158500	C
Glyma.19G240100	Q
Glyma.19G240100	I
Glyma.19G240100	C
Glyma.09G247100	Q
Glyma.09G247100	I
Glyma.09G247100	C
Glyma.03G242600	Q
Glyma.03G242600	I
Glyma.03G242600	C
Glyma.11G151706	J
Glyma.13G137100	J
Glyma.12G072300	J
Glyma.10G049400	J
Glyma.03G178000	J
Glyma.19G178800	J
Glyma.12G066700	J
Glyma.13G332700	J
Glyma.15G041500	J
Glyma.18G286400	J
Glyma.11G143400	J
Glyma.02G095000	J
Glyma.04G051900	O
Glyma.18G025000	O
Glyma.15G168700	O
Glyma.13G174100	O
Glyma.02G153200	O
Glyma.07G250500	O
Glyma.01G170900	O
Glyma.02G153000	O
Glyma.12G207400	O
Glyma.07G250600	O
Glyma.05G218400	O
Glyma.13G293700	O
Glyma.10G021200	O
Glyma.16G072400	O
Glyma.08G209900	O
Glyma.02G096300	O
Glyma.13G363100	O
Glyma.03G210400	O
Glyma.02G153100	O
Glyma.09G087000	O
Glyma.18G285200	O
Glyma.19G200900	O
Glyma.15G078600	O
Glyma.06G269000	O
Glyma.10G041900	O
Glyma.18G059200	O
Glyma.13G128900	O
Glyma.18G240400	O
Glyma.15G194800	O
Glyma.06G052600	O
Glyma.10G021100	O
Glyma.05G142700	O
Glyma.13G216300	O
Glyma.19G096600	O
Glyma.07G032600	O
Glyma.11G232300	O
Glyma.03G019500	O
Glyma.10G021000	O
Glyma.11G072200	O
Glyma.10G020900	O
Glyma.19G207300	O
Glyma.06G107200	O
Glyma.20G005300	O
Glyma.03G210500	O
Glyma.12G119200	O
Glyma.03G210200	O
Glyma.16G052800	O
Glyma.13G234500	O
Glyma.10G083400	O
Glyma.19G207700	O
Glyma.15G096600	O
Glyma.19G207600	O
Glyma.03G210100	O
Glyma.09G280900	O
Glyma.11G166300	O
Glyma.06G287000	O
Glyma.15G096700	O
Glyma.17G227700	O
Glyma.19G207400	O
Glyma.14G096700	O
Glyma.07G081400	O
Glyma.10G021300	O
Glyma.09G252200	O
Glyma.13G216200	O
Glyma.09G062300	O
Glyma.17G023900	O
Glyma.08G048200	J
Glyma.12G020800	J
Glyma.14G078100	J
Glyma.05G241200	J
Glyma.02G103600	J
Glyma.11G094400	J
Glyma.17G247300	J
Glyma.07G214900	J
Glyma.15G102550	J
Glyma.11G003600	J
Glyma.11G003700	J
Glyma.01G240000	J
Glyma.08G030600	J
Glyma.05G223500	J
Glyma.07G255500	J
Glyma.17G018600	J
Glyma.05G225700	Z
Glyma.05G225600	Z
Glyma.08G032400	Z
Glyma.15G020700	Z
Glyma.01G005900	Z
Glyma.08G032600	Z
Glyma.08G032500	Z
Glyma.07G125700	Z
Glyma.19G151400	B
Glyma.13G334300	B
Glyma.13G333900	B
Glyma.12G215600	B
Glyma.12G215500	B
Glyma.15G040200	B
Glyma.15G040400	B
Glyma.13G333800	B
Glyma.03G148100	B
Glyma.03G241800	B
Glyma.15G040300	B
Glyma.01G022100	B
Glyma.13G285900	B
Glyma.13G286000	B
Glyma.19G239200	B
Glyma.19G234100	B
Glyma.10G031200	B
Glyma.06G071500	B
Glyma.03G158100	B
Glyma.19G160400	B
Glyma.06G214900	B
Glyma.04G149200	B
Glyma.17G207100	B
Glyma.14G126700	B
Glyma.02G143200	B
Glyma.03G105300	C
Glyma.07G117000	C
Glyma.18G207200	V
Glyma.18G207400	V
Glyma.07G156500	V
Glyma.13G100900	V
Glyma.18G207300	V
Glyma.01G126200	V
Glyma.01G126000	V
Glyma.U031805	V
Glyma.U031705	V
Glyma.20G225500	O
Glyma.20G107600	O
Glyma.10G162900	O
Glyma.09G232500	U
Glyma.12G004000	U
Glyma.06G135800	J
Glyma.03G260900	J
Glyma.19G259800	J
Glyma.04G229000	J
Glyma.03G177100	R
Glyma.13G136200	R
Glyma.10G048400	R
Glyma.04G195300	C
Glyma.09G046800	C
Glyma.19G234600	C
Glyma.15G007300	C
Glyma.01G043400	C
Glyma.13G365800	C
Glyma.12G222500	C
Glyma.18G240900	C
Glyma.09G251700	C
Glyma.06G011800	C
Glyma.13G279100	C
Glyma.17G129600	C
Glyma.17G024700	C
Glyma.15G154300	C
Glyma.06G170700	C
Glyma.20G234600	C
Glyma.07G249700	C
Glyma.03G236900	C
Glyma.02G020200	C
Glyma.05G047700	C
Glyma.17G115500	J
Glyma.13G167900	J
Glyma.17G224100	R
Glyma.04G060200	R
Glyma.14G101000	R
Glyma.06G060700	R
Glyma.04G011100	J
Glyma.12G041300	J
Glyma.06G011000	J
Glyma.11G115400	J
Glyma.06G144400	J
Glyma.05G099500	J
Glyma.17G166400	J
Glyma.04G221400	J
Glyma.14G208600	J
Glyma.02G239700	J
Glyma.18G165200	O
Glyma.05G154000	O
Glyma.08G320500	O
Glyma.08G111700	O
Glyma.20G121600	O
Glyma.08G350600	O
Glyma.10G269500	O
Glyma.08G111800	O
Glyma.U031613	J
Glyma.06G269500	J
Glyma.06G269600	J
Glyma.02G291500	J
Glyma.14G023300	J
Glyma.08G316700	J
Glyma.12G100700	J
Glyma.18G096400	J
Glyma.12G135100	J
Glyma.13G091700	M
Glyma.13G091700	O
Glyma.18G253300	C
Glyma.09G242300	C
Glyma.03G180700	C
Glyma.13G139900	C
Glyma.10G052700	C
Glyma.05G083700	R
Glyma.19G224802	R
Glyma.02G205102	R
Glyma.10G142700	R
Glyma.20G091300	R
Glyma.17G183800	R
Glyma.13G093400	A
Glyma.06G157100	A
Glyma.17G067100	A
Glyma.04G208600	A
Glyma.05G127900	A
Glyma.08G082700	A
Glyma.08G252650	T
Glyma.18G275200	T
Glyma.08G226700	K
Glyma.01G193300	K
Glyma.17G126400	K
Glyma.07G000400	K
Glyma.15G000300	K
Glyma.19G044000	K
Glyma.04G190900	K
Glyma.16G148500	J
Glyma.19G105700	J
Glyma.16G046500	J
Glyma.02G067400	J
Glyma.02G067300	J
Glyma.03G197100	A
Glyma.19G195100	A
Glyma.11G086200	A
Glyma.08G105900	A
Glyma.12G239000	A
Glyma.05G149300	A
Glyma.16G009500	A
Glyma.07G040900	A
Glyma.18G229600	A
Glyma.09G262700	A
Glyma.15G254600	A
Glyma.08G172900	A
Glyma.10G243400	U
Glyma.20G150800	T
Glyma.20G150800	U
Glyma.09G239000	J
Glyma.01G047000	J
Glyma.08G301300	J
Glyma.18G119100	J
Glyma.02G107100	J
Glyma.18G258900	J
Glyma.08G316100	S
Glyma.18G096800	S
Glyma.06G289900	U
Glyma.08G019300	U
Glyma.13G294800	U
Glyma.09G253600	U
Glyma.12G206000	U
Glyma.07G062600	U
Glyma.13G062400	U
Glyma.09G180800	U
Glyma.10G270900	U
Glyma.07G097100	U
Glyma.11G059100	U
Glyma.10G229600	U
Glyma.18G239300	U
Glyma.14G031900	U
Glyma.20G163700	U
Glyma.03G076200	U
Glyma.19G023300	U
Glyma.02G282400	U
Glyma.10G262100	U
Glyma.18G115300	U
Glyma.08G304100	U
Glyma.11G201400	U
Glyma.01G110500	U
Glyma.17G074600	U
Glyma.05G212800	U
Glyma.07G097500	U
Glyma.20G128900	U
Glyma.16G030700	U
Glyma.09G209100	S
Glyma.01G012500	S
Glyma.02G281300	G
Glyma.14G033300	G
Glyma.11G208300	A
Glyma.18G045700	A
Glyma.20G041600	A
Glyma.14G208700	A
Glyma.07G037400	A
Glyma.05G135000	A
Glyma.08G077500	A
Glyma.18G045600	A
Glyma.15G000900	A
Glyma.16G006800	A
Glyma.01G235200	A
Glyma.11G039900	U
Glyma.07G233100	U
Glyma.13G174600	U
Glyma.11G152542	O
Glyma.12G071900	O
Glyma.15G126500	O
Glyma.09G020000	O
Glyma.11G242300	O
Glyma.05G210600	O
Glyma.03G025400	O
Glyma.08G286000	O
Glyma.09G206500	O
Glyma.11G121300	O
Glyma.12G027000	O
Glyma.12G053500	O
Glyma.13G343300	O
Glyma.15G031100	O
Glyma.11G129000	O
Glyma.12G046400	O
Glyma.15G036700	O
Glyma.04G007800	O
Glyma.05G238500	O
Glyma.14G046100	O
Glyma.02G271100	O
Glyma.08G045500	O
Glyma.11G137900	O
Glyma.12G061700	O
Glyma.19G254900	A
Glyma.08G061700	U
Glyma.08G061700	T
Glyma.07G187500	U
Glyma.07G187500	T
Glyma.10G207500	Z
Glyma.20G183400	Z
Glyma.18G016000	V
Glyma.05G003500	Y
Glyma.05G003500	U
Glyma.02G290200	S
Glyma.14G024600	S
Glyma.17G045900	R
Glyma.20G176900	R
Glyma.13G113900	R
Glyma.10G214900	R
Glyma.20G177000	R
Glyma.12G013800	R
Glyma.19G008200	Z
Glyma.05G007800	Z
Glyma.04G234300	Z
Glyma.10G035900	Z
Glyma.04G183400	Z
Glyma.08G025300	Z
Glyma.13G122300	Z
Glyma.06G182800	Z
Glyma.16G023200	Z
Glyma.05G037300	Z
Glyma.05G219000	Z
Glyma.13G114700	S
Glyma.17G045300	S
Glyma.13G225400	S
Glyma.15G086900	S
Glyma.02G107600	R
Glyma.02G243200	R
Glyma.09G233500	R
Glyma.10G176200	R
Glyma.20G214100	R
Glyma.12G003300	R
Glyma.14G212300	R
Glyma.04G185300	D
Glyma.16G131900	D
Glyma.05G202900	D
Glyma.08G010300	D
Glyma.02G293200	A
Glyma.14G021200	A
Glyma.08G184200	D
Glyma.18G216100	Z
Glyma.20G178100	Z
Glyma.13G217600	R
Glyma.07G209600	R
Glyma.19G263600	R
Glyma.02G135300	R
Glyma.15G094800	R
Glyma.03G264600	R
Glyma.15G100800	D
Glyma.15G100800	U
Glyma.13G211900	D
Glyma.13G211900	U
Glyma.10G292300	K
Glyma.20G242100	K
Glyma.17G201000	O
Glyma.14G132500	O
Glyma.06G075500	O
Glyma.04G074300	O
Glyma.01G018300	O
Glyma.06G059000	O
Glyma.17G074200	O
Glyma.15G251100	O
Glyma.17G220700	O
Glyma.14G181100	O
Glyma.01G023900	O
Glyma.08G175500	O
Glyma.02G213400	O
Glyma.02G040900	O
Glyma.15G248200	O
Glyma.09G204600	O
Glyma.13G259700	O
Glyma.04G091700	O
Glyma.06G093500	O
Glyma.14G109000	O
Glyma.17G109100	O
Glyma.13G162300	O
Glyma.17G218300	O
Glyma.14G131900	A
Glyma.03G203700	O
Glyma.19G201100	O
Glyma.02G203500	O
Glyma.05G186500	O
Glyma.08G145100	O
Glyma.09G225200	O
Glyma.05G178100	O
Glyma.08G135100	O
Glyma.18G016800	O
Glyma.12G011800	O
Glyma.11G240500	O
Glyma.10G120900	O
Glyma.11G256600	O
Glyma.18G000500	O
Glyma.05G153800	Z
Glyma.08G111500	Z
Glyma.12G052700	R
Glyma.13G343900	R
Glyma.09G228300	R
Glyma.12G008200	R
Glyma.20G097001	R
Glyma.10G146900	R
Glyma.03G137400	R
Glyma.15G030400	R
Glyma.11G128000	R
Glyma.20G178500	K
Glyma.10G212600	K
Glyma.09G015800	R
Glyma.15G121600	R
Glyma.08G253900	R
Glyma.18G276300	R
Glyma.09G101200	T
Glyma.18G102900	T
Glyma.19G012300	K
Glyma.11G023500	K
Glyma.05G207800	K
Glyma.13G070500	K
Glyma.06G184600	K
Glyma.04G180100	K
Glyma.08G014500	K
Glyma.01G220200	K
Glyma.07G151700	I
Glyma.10G023700	S
Glyma.02G150200	S
Glyma.19G238300	S
Glyma.01G121400	A
Glyma.04G089400	A
Glyma.06G091300	A
Glyma.07G233400	R
Glyma.09G031200	R
Glyma.16G041600	R
Glyma.15G265400	R
Glyma.05G166600	R
Glyma.08G124600	R
Glyma.08G226100	R
Glyma.17G038400	R
Glyma.08G162200	R
Glyma.02G072000	R
Glyma.07G000900	R
Glyma.15G136400	R
Glyma.19G110800	R
Glyma.01G214100	A
Glyma.01G214100	T
Glyma.15G128500	A
Glyma.15G128500	T
Glyma.09G022200	A
Glyma.09G022200	T
Glyma.12G026600	K
Glyma.11G100400	K
Glyma.18G076300	B
Glyma.18G076300	K
Glyma.08G330200	B
Glyma.08G330200	K
Glyma.16G025800	L
Glyma.03G032900	L
Glyma.13G277700	L
Glyma.04G189100	L
Glyma.19G092300	L
Glyma.16G055700	L
Glyma.06G176600	L
Glyma.06G144300	L
Glyma.16G193466	A
Glyma.16G193466	Y
Glyma.16G190300	A
Glyma.16G190300	T
Glyma.16G190300	Y
Glyma.08G147000	A
Glyma.08G147000	T
Glyma.08G147000	Y
Glyma.20G127300	A
Glyma.20G127300	T
Glyma.20G127300	Y
Glyma.03G169900	A
Glyma.03G169900	T
Glyma.03G169900	Y
Glyma.10G250400	A
Glyma.10G250400	T
Glyma.10G250400	Y
Glyma.10G263200	A
Glyma.10G263200	T
Glyma.10G263200	Y
Glyma.16G184000	A
Glyma.16G184000	Y
Glyma.16G182751	A
Glyma.16G182751	Y
Glyma.20G143300	A
Glyma.20G143300	T
Glyma.20G143300	Y
Glyma.10G026700	A
Glyma.10G026700	T
Glyma.10G026700	Y
Glyma.16G185400	A
Glyma.16G185400	Y
Glyma.02G147200	A
Glyma.02G147200	T
Glyma.02G147200	Y
Glyma.11G032900	K
Glyma.01G209200	K
Glyma.11G033000	K
Glyma.01G209300	K
Glyma.19G064500	A
Glyma.U031407	L
Glyma.06G031700	L
Glyma.04G031600	L
Glyma.17G232000	A
Glyma.15G106100	A
Glyma.01G244300	A
Glyma.13G206600	A
Glyma.06G167100	A
Glyma.04G020900	A
Glyma.11G128600	L
Glyma.13G343700	L
Glyma.06G187100	T
Glyma.06G187100	Z
Glyma.13G254600	K
Glyma.15G060100	K
Glyma.13G241600	G
Glyma.07G147600	G
Glyma.01G114900	G
Glyma.20G020100	G
Glyma.16G005600	L
Glyma.03G183400	J
Glyma.19G200400	D
Glyma.03G202700	D
Glyma.09G182600	R
Glyma.03G185700	R
Glyma.09G115100	R
Glyma.17G023400	R
Glyma.17G202700	R
Glyma.17G096900	R
Glyma.06G074300	R
Glyma.11G192900	R
Glyma.15G097300	R
Glyma.05G237500	R
Glyma.08G044700	R
Glyma.03G209900	R
Glyma.13G215600	R
Glyma.07G250900	R
Glyma.07G093700	R
Glyma.14G130700	R
Glyma.13G074500	R
Glyma.10G183500	R
Glyma.13G299600	R
Glyma.16G158300	R
Glyma.06G289700	R
Glyma.20G206800	R
Glyma.12G221000	R
Glyma.02G076200	R
Glyma.15G109800	R
Glyma.20G132500	R
Glyma.13G280600	R
Glyma.14G141500	R
Glyma.19G125200	R
Glyma.10G258700	R
Glyma.09G005200	R
Glyma.08G038300	R
Glyma.11G208500	K
Glyma.17G008600	K
Glyma.01G168900	K
Glyma.11G074600	K
Glyma.01G183600	K
Glyma.11G058700	K
Glyma.06G008300	K
Glyma.03G250500	K
Glyma.04G008500	K
Glyma.19G231200	R
Glyma.05G189400	R
Glyma.17G211000	R
Glyma.03G209400	R
Glyma.18G030200	R
Glyma.13G368900	R
Glyma.06G068400	R
Glyma.16G050500	R
Glyma.16G214000	R
Glyma.07G189800	R
Glyma.04G055700	R
Glyma.12G006500	R
Glyma.04G147000	R
Glyma.05G097100	R
Glyma.15G177400	R
Glyma.15G004900	R
Glyma.19G054700	R
Glyma.20G102500	R
Glyma.03G192900	R
Glyma.04G120000	R
Glyma.19G068600	R
Glyma.15G022500	R
Glyma.19G206800	R
Glyma.16G146400	R
Glyma.13G211600	R
Glyma.17G113900	R
Glyma.04G066900	R
Glyma.06G277000	R
Glyma.14G062100	R
Glyma.17G107400	R
Glyma.09G229800	R
Glyma.06G318100	R
Glyma.16G071200	R
Glyma.03G047900	R
Glyma.17G238700	R
Glyma.07G026100	R
Glyma.10G032000	R
Glyma.13G163500	R
Glyma.19G100200	R
Glyma.06G055800	R
Glyma.08G059500	R
Glyma.17G049600	R
Glyma.13G036600	R
Glyma.17G225800	R
Glyma.11G178504	R
Glyma.20G105000	R
Glyma.02G152800	R
Glyma.08G216300	R
Glyma.10G021500	R
Glyma.02G142300	R
Glyma.09G105500	R
Glyma.17G167800	R
Glyma.13G367200	R
Glyma.03G043900	R
Glyma.06G095400	R
Glyma.14G086000	R
Glyma.14G116800	R
Glyma.03G042600	R
Glyma.07G026200	R
Glyma.17G019800	R
Glyma.11G052600	R
Glyma.12G128600	R
Glyma.02G254300	R
Glyma.13G166200	R
Glyma.01G128200	R
Glyma.14G200300	R
Glyma.04G093500	R
Glyma.14G118200	R
Glyma.11G227300	R
Glyma.02G211800	R
Glyma.03G234000	R
Glyma.14G098900	R
Glyma.02G232700	R
Glyma.10G286600	R
Glyma.01G189600	R
Glyma.14G179500	R
Glyma.02G065300	R
Glyma.17G242500	G
Glyma.06G151900	G
Glyma.02G238200	G
Glyma.14G122600	G
Glyma.04G038500	G
Glyma.19G235600	G
Glyma.19G227800	G
Glyma.20G094500	G
Glyma.03G229800	G
Glyma.10G145300	G
Glyma.10G154600	G
Glyma.05G190200	G
Glyma.04G214400	G
Glyma.03G222000	G
Glyma.19G219100	G
Glyma.14G082500	G
Glyma.17G141600	G
Glyma.05G059300	G
Glyma.11G125100	J
Glyma.18G027000	K
Glyma.11G230200	K
Glyma.18G266400	A
Glyma.08G245100	A
Glyma.18G166700	V
Glyma.13G309800	V
Glyma.09G005400	V
Glyma.15G110000	V
Glyma.12G192600	V
Glyma.06G307200	V
Glyma.12G097500	V
Glyma.07G042000	Y
Glyma.07G042000	U
Glyma.07G270400	P
Glyma.15G124100	P
Glyma.17G022500	P
Glyma.07G251900	P
Glyma.10G158700	P
Glyma.09G018200	P
Glyma.08G324200	P
Glyma.08G092000	P
Glyma.13G354600	K
Glyma.13G354600	L
Glyma.15G019600	K
Glyma.15G019600	L
Glyma.04G250200	L
Glyma.06G308700	L
Glyma.12G096100	L
Glyma.16G124500	L
Glyma.16G124500	D
Glyma.20G122400	O
Glyma.10G268700	O
Glyma.20G122300	O
Glyma.07G099600	O
Glyma.10G268600	O
Glyma.09G179300	O
Glyma.20G079100	B
Glyma.19G110500	B
Glyma.10G127700	B
Glyma.20G164400	L
Glyma.10G227900	L
Glyma.08G209500	A
Glyma.06G263000	A
Glyma.10G019200	L
Glyma.02G155200	L
Glyma.12G049700	S
Glyma.06G018400	S
Glyma.12G170100	T
Glyma.08G188000	T
Glyma.01G204000	L
Glyma.11G039000	L
Glyma.09G198200	U
Glyma.18G202700	U
Glyma.11G085900	U
Glyma.16G116200	U
Glyma.02G257800	U
Glyma.07G151400	U
Glyma.02G272800	D
Glyma.02G272800	R
Glyma.02G149600	D
Glyma.02G149600	R
Glyma.16G036700	D
Glyma.16G036700	R
Glyma.03G212000	D
Glyma.03G212000	R
Glyma.19G059800	D
Glyma.19G059800	R
Glyma.10G024300	D
Glyma.10G024300	R
Glyma.03G150800	D
Glyma.03G150800	R
Glyma.17G038900	D
Glyma.17G038900	R
Glyma.16G036400	D
Glyma.16G036400	R
Glyma.U043950	D
Glyma.U043950	R
Glyma.11G222900	D
Glyma.11G222900	R
Glyma.14G045500	D
Glyma.14G045500	R
Glyma.06G066900	D
Glyma.06G066900	R
Glyma.U044000	D
Glyma.U044000	R
Glyma.19G058000	D
Glyma.19G058000	R
Glyma.18G034700	D
Glyma.18G034700	R
Glyma.03G116300	D
Glyma.03G116300	R
Glyma.19G059300	D
Glyma.19G059300	R
Glyma.19G058700	D
Glyma.19G058700	R
Glyma.19G116300	D
Glyma.19G116300	R
Glyma.07G233700	D
Glyma.07G233700	R
Glyma.19G203900	D
Glyma.19G203900	R
Glyma.04G065500	D
Glyma.04G065500	R
Glyma.19G153400	D
Glyma.19G153400	R
Glyma.13G054500	S
Glyma.19G032700	S
Glyma.08G150000	T
Glyma.15G269800	T
Glyma.17G054400	L
Glyma.08G343300	L
Glyma.18G076100	L
