ko	Genes
K12449	Glyma.12G180300
K11824	Glyma.12G180600
K15505	Glyma.12G180800
K12836	Glyma.12G181300
K05359	Glyma.12G181800
K14611	Glyma.12G181900
K02896	Glyma.12G182000
K12736	Glyma.12G182700
K02943	Glyma.12G182800
K18213	Glyma.12G183200
K13356	Glyma.12G183300
K13356	Glyma.12G183400
K11293	Glyma.12G183500
K12196	Glyma.12G183700
K14432	Glyma.12G184432
K14431	Glyma.12G184500
K02865	Glyma.12G184900
K13448	Glyma.12G185400
K12251	Glyma.12G185700
K12611	Glyma.12G186600
K12581	Glyma.12G187400
K08857	Glyma.12G187700
K09528	Glyma.12G189400
K09503	Glyma.12G190100
K11835	Glyma.12G190400
K19043	Glyma.12G190800
K10400	Glyma.12G191000
K14566	Glyma.12G191100
K09775	Glyma.12G191200
K06676	Glyma.12G191300
K10528	Glyma.12G191400
K01061	Glyma.12G192200
K14009	Glyma.12G192600
K15083	Glyma.12G192700
K05359	Glyma.12G193000
K09422	Glyma.12G193300
K07119	Glyma.12G193400
K07119	Glyma.12G193500
K01681	Glyma.12G193800
K03327	Glyma.12G194000
K05387	Glyma.12G194100
K05387	Glyma.12G194200
K09338	Glyma.12G194400
K03868	Glyma.12G194500
K08486	Glyma.12G194800
K00430	Glyma.12G195500
K00430	Glyma.12G195600
K15086	Glyma.12G197400
K08235	Glyma.12G197600
K09422	Glyma.12G199100
K09422	Glyma.12G199200
K18812	Glyma.12G199300
K02636	Glyma.12G199400
K09422	Glyma.12G199600
K00901	Glyma.12G200100
K13648	Glyma.12G201500
K02989	Glyma.12G201900
K08902	Glyma.12G202500
K12855	Glyma.12G203300
K10666	Glyma.12G203900
K16900	Glyma.12G204400
K19355	Glyma.12G204700
K05863	Glyma.12G205400
K10695	Glyma.12G205500
K01530	Glyma.12G205800
K00815	Glyma.12G205900
K07466	Glyma.12G206200
K12883	Glyma.12G206400
K17081	Glyma.12G207500
K07904	Glyma.12G207900
K04392	Glyma.12G208000
K19038	Glyma.12G208600
K00053	Glyma.12G210000
K09527	Glyma.12G210100
K06630	Glyma.12G210400
K01595	Glyma.12G210600
K10712	Glyma.12G211700
K04733	Glyma.12G211800
K00430	Glyma.12G211900
K14502	Glyma.12G212000
K07904	Glyma.12G212400
K09338	Glyma.12G212802
K04125	Glyma.12G214000
K13648	Glyma.12G214700
K03671	Glyma.12G215000
K08901	Glyma.12G215100
K10405	Glyma.12G215200
K11251	Glyma.12G215500
K11251	Glyma.12G215600
K02895	Glyma.12G215900
K03809	Glyma.12G216900
K15429	Glyma.12G217900
K09422	Glyma.12G218200
K10865	Glyma.12G219100
K08914	Glyma.12G219300
K10357	Glyma.12G219400
K17292	Glyma.12G219600
K12486	Glyma.12G219800
K13348	Glyma.12G221000
K00218	Glyma.12G222200
K05350	Glyma.12G222800
K05350	Glyma.12G222900
K14537	Glyma.12G223000
K08472	Glyma.12G223100
K15377	Glyma.12G223200
K03671	Glyma.12G223400
K10418	Glyma.12G223500
K10581	Glyma.12G224200
K02906	Glyma.12G225000
K16054	Glyma.12G225300
K17506	Glyma.12G226100
K08838	Glyma.12G226300
K18482	Glyma.12G226400
K18327	Glyma.12G227500
K03152	Glyma.12G228600
K10580	Glyma.12G228900
K08900	Glyma.12G229000
K06630	Glyma.12G229200
K03846	Glyma.12G229300
K01595	Glyma.12G229400
K01599	Glyma.12G229700
K18178	Glyma.12G229900
K03843	Glyma.12G230400
K07904	Glyma.12G230600
K10956	Glyma.12G230900
K03504	Glyma.12G231200
K02109	Glyma.12G231900
K02111	Glyma.12G232000
K02887	Glyma.12G232100
K02963	Glyma.12G232200
K02913	Glyma.12G232300
K02697	Glyma.12G232400
K02640	Glyma.12G232500
K02707	Glyma.12G232700
K02711	Glyma.12G232800
K02634	Glyma.12G232900
K00858	Glyma.12G234000
K16055	Glyma.12G234200
K12450	Glyma.12G234300
K15382	Glyma.12G234500
K03453	Glyma.12G234600
K14297	Glyma.12G235000
K10685	Glyma.12G236000
K10875	Glyma.12G236100
K14573	Glyma.12G236300
K06674	Glyma.12G236600
K08064	Glyma.12G236800
K13121	Glyma.12G236900
K10999	Glyma.12G237000
K09422	Glyma.12G237500
K19045	Glyma.12G237700
K07904	Glyma.12G238800
K12626	Glyma.12G239000
K03686	Glyma.12G239500
K01188	Glyma.12G240000
K02925	Glyma.12G240600
K12831	Glyma.12G240700
K10666	Glyma.12G240800
K00915	Glyma.12G240900
K00344	Glyma.12G241100
K09422	Glyma.12G241400
K15027	Glyma.12G241600
K14509	Glyma.12G241700
K00430	Glyma.12G241800
K17541	Glyma.12G241900
K01528	Glyma.12G242300
K18162	Glyma.12G242500
K01874	Glyma.13G000200
K17781	Glyma.13G000600
K15407	Glyma.13G000800
K01761	Glyma.13G001200
K08867	Glyma.13G002100
K06158	Glyma.13G002500
K15382	Glyma.13G002700
K19039	Glyma.13G002800
K01052	Glyma.13G003000
K09486	Glyma.13G003700
K14709	Glyma.13G004400
K12394	Glyma.13G004600
K00968	Glyma.13G004900
K11314	Glyma.13G006200
K06689	Glyma.13G007000
K01867	Glyma.13G008200
K11375	Glyma.13G008300
K16281	Glyma.13G009100
K12741	Glyma.13G009800
K01897	Glyma.13G010100
K08775	Glyma.13G010700
K15255	Glyma.13G024401
K01649	Glyma.13G024600
K01649	Glyma.13G024700
K07466	Glyma.13G025000
K06632	Glyma.13G025500
K00857	Glyma.13G025800
K17086	Glyma.13G026100
K14611	Glyma.13G026600
K02703	Glyma.13G028200
K00549	Glyma.13G028400
K16297	Glyma.13G028500
K16297	Glyma.13G029200
K07466	Glyma.13G029300
K01510	Glyma.13G029700
K00454	Glyma.13G030300
K00128	Glyma.13G030400
K11498	Glyma.13G030600
K19045	Glyma.13G031100
K02735	Glyma.13G031200
K11649	Glyma.13G031300
K06627	Glyma.13G031500
K09422	Glyma.13G032200
K14787	Glyma.13G032300
K00858	Glyma.13G032400
K02324	Glyma.13G033700
K09264	Glyma.13G034100
K13448	Glyma.13G035100
K18857	Glyma.13G035200
K04730	Glyma.13G036300
K03875	Glyma.13G036600
K14570	Glyma.13G037300
K15382	Glyma.13G037900
K09422	Glyma.13G038500
K03921	Glyma.13G038600
K08176	Glyma.13G040200
K06689	Glyma.13G040500
K03093	Glyma.13G041200
K15382	Glyma.13G041300
K14948	Glyma.13G041500
K14496	Glyma.13G041800
K17506	Glyma.13G042100
K14652	Glyma.13G042600
K02548	Glyma.13G042800
K00227	Glyma.13G044800
K00927	Glyma.13G045400
K11322	Glyma.13G045600
K01809	Glyma.13G045700
K02993	Glyma.13G045800
K01602	Glyma.13G046200
K10717	Glyma.13G046400
K03848	Glyma.13G046500
K10525	Glyma.13G047300
K03680	Glyma.13G047500
K01180	Glyma.13G048600
K01180	Glyma.13G048700
K01180	Glyma.13G048800
K03350	Glyma.13G049400
K06001	Glyma.13G049500
K00318	Glyma.13G049700
K09422	Glyma.13G050400
K13648	Glyma.13G050600
K13811	Glyma.13G051000
K14207	Glyma.13G051100
K02912	Glyma.13G051200
K16750	Glyma.13G051400
K12153	Glyma.13G051600
K09264	Glyma.13G052100
K09264	Glyma.13G052700
K12640	Glyma.13G052900
K13379	Glyma.13G053000
K00555	Glyma.13G053100
K15121	Glyma.13G053400
K04730	Glyma.13G053900
K13144	Glyma.13G054500
K15030	Glyma.13G055200
K18635	Glyma.13G055400
K13264	Glyma.13G056100
K14863	Glyma.13G056900
K06672	Glyma.13G057300
K02160	Glyma.13G057400
K02966	Glyma.13G057500
K00012	Glyma.13G057700
K00688	Glyma.13G057800
K13648	Glyma.13G058100
K03695	Glyma.13G058600
K10597	Glyma.13G059200
K01850	Glyma.13G059400
K10903	Glyma.13G059800
K08819	Glyma.13G060300
K07198	Glyma.13G060400
K08493	Glyma.13G060700
K01051	Glyma.13G060900
K13691	Glyma.13G061500
K13691	Glyma.13G061600
K09422	Glyma.13G061900
K13162	Glyma.13G062200
K00703	Glyma.13G062700
K06675	Glyma.13G062800
K09422	Glyma.13G063200
K17675	Glyma.13G063500
K03869	Glyma.13G063600
K05658	Glyma.13G063700
K09338	Glyma.13G064000
K01785	Glyma.13G064200
K10712	Glyma.13G064300
K01728	Glyma.13G064700
K15040	Glyma.13G064900
K01535	Glyma.13G065400
K13024	Glyma.13G065500
K07195	Glyma.13G065700
K08900	Glyma.13G066100
K00472	Glyma.13G066500
K09422	Glyma.13G066600
K01099	Glyma.13G067500
K11644	Glyma.13G067800
K01231	Glyma.13G068100
K05574	Glyma.13G068600
K17892	Glyma.13G069100
K00430	Glyma.13G069400
K10529	Glyma.13G070900
K13993	Glyma.13G071400
K04650	Glyma.13G071701
K13083	Glyma.13G072100
K00919	Glyma.13G072700
K11982	Glyma.13G072800
K11982	Glyma.13G072900
K03232	Glyma.13G073200
K09422	Glyma.13G073400
K04733	Glyma.13G073900
K13348	Glyma.13G074500
K18466	Glyma.13G074700
K02183	Glyma.13G074800
K14432	Glyma.13G075000
K16296	Glyma.13G075200
K18163	Glyma.13G075600
K00454	Glyma.13G075900
K12349	Glyma.13G076400
K14514	Glyma.13G076700
K14514	Glyma.13G076800
K00423	Glyma.13G076900
K02935	Glyma.13G077100
K09580	Glyma.13G077300
K14492	Glyma.13G077500
K02155	Glyma.13G077900
K10523	Glyma.13G078000
K13600	Glyma.13G078400
K09122	Glyma.13G078800
K03542	Glyma.13G078900
K04733	Glyma.13G079100
K01897	Glyma.13G079900
K16365	Glyma.13G080100
K11267	Glyma.13G080300
K14677	Glyma.13G081500
K18758	Glyma.13G082100
K05278	Glyma.13G082300
K08866	Glyma.13G083100
K00889	Glyma.13G083400
K10534	Glyma.13G084000
K13414	Glyma.13G084100
K14431	Glyma.13G085100
K13508	Glyma.13G085700
K17469	Glyma.13G087100
K17470	Glyma.13G087200
K01834	Glyma.13G087800
K09286	Glyma.13G088100
K01087	Glyma.13G088300
K09527	Glyma.13G088400
K12118	Glyma.13G089200
K02267	Glyma.13G090900
K05286	Glyma.13G091700
K19044	Glyma.13G091900
K16055	Glyma.13G092500
K00901	Glyma.13G093100
K11097	Glyma.13G093400
K04733	Glyma.13G093600
K07942	Glyma.13G094000
K09422	Glyma.13G094400
K00833	Glyma.13G094700
K08235	Glyma.13G095200
K01904	Glyma.13G095600
K15040	Glyma.13G096000
K08900	Glyma.13G096200
K17623	Glyma.13G096400
K00327	Glyma.13G096500
K06085	Glyma.13G096600
K10739	Glyma.13G096800
K09285	Glyma.13G096900
K01602	Glyma.13G097100
K12846	Glyma.13G097200
K14552	Glyma.13G097400
K12115	Glyma.13G097600
K09833	Glyma.13G097800
K01535	Glyma.13G097900
K00430	Glyma.13G098400
K01792	Glyma.13G098500
K05768	Glyma.13G098600
K19306	Glyma.13G099200
K17943	Glyma.13G099300
K17776	Glyma.13G099400
K01534	Glyma.13G099600
K18469	Glyma.13G100200
K15441	Glyma.13G100600
K13162	Glyma.13G100800
K13105	Glyma.13G101000
K18368	Glyma.13G101400
K01537	Glyma.13G101700
K13947	Glyma.13G101900
K08507	Glyma.13G102300
K14849	Glyma.13G103200
K00279	Glyma.13G104600
K00279	Glyma.13G104700
K00025	Glyma.13G104800
K06889	Glyma.13G105000
K06889	Glyma.13G105300
K11279	Glyma.13G105600
K09419	Glyma.13G105700
K02218	Glyma.13G105900
K11155	Glyma.13G106100
K03257	Glyma.13G106200
K00430	Glyma.13G106400
K08234	Glyma.13G106600
K14497	Glyma.13G106800
K04368	Glyma.13G106900
K15263	Glyma.13G107200
K12602	Glyma.13G107300
K10357	Glyma.13G107400
K06889	Glyma.13G107800
K08064	Glyma.13G107900
K13065	Glyma.13G108000
K00679	Glyma.13G108100
K09422	Glyma.13G109100
K03026	Glyma.13G109200
K13528	Glyma.13G109300
K05894	Glyma.13G109700
K05894	Glyma.13G109800
K15082	Glyma.13G110100
K09705	Glyma.13G111600
K18587	Glyma.13G111700
K13464	Glyma.13G112000
K13201	Glyma.13G112100
K04078	Glyma.13G112500
K09458	Glyma.13G112700
K14794	Glyma.13G112900
K00485	Glyma.13G113100
K03564	Glyma.13G113200
K14488	Glyma.13G113500
K01051	Glyma.13G113700
K07052	Glyma.13G113900
K00695	Glyma.13G114000
K11498	Glyma.13G114200
K15028	Glyma.13G114300
K00921	Glyma.13G114800
K04482	Glyma.13G115000
K01051	Glyma.13G115400
K14157	Glyma.13G115500
K13462	Glyma.13G115800
K13464	Glyma.13G116100
K09651	Glyma.13G116600
K08245	Glyma.13G116700
K05288	Glyma.13G116800
K14638	Glyma.13G116900
K14484	Glyma.13G117100
K11648	Glyma.13G117200
K08770	Glyma.13G117700
K04551	Glyma.13G117700
K04551	Glyma.13G117900
K08770	Glyma.13G117900
K14440	Glyma.13G118200
K05658	Glyma.13G118500
K05658	Glyma.13G118800
K05658	Glyma.13G118900
K05658	Glyma.13G119000
K06173	Glyma.13G119200
K07198	Glyma.13G119500
K08494	Glyma.13G119900
K03593	Glyma.13G120300
K13407	Glyma.13G120500
K10357	Glyma.13G120800
K08504	Glyma.13G121100
K10727	Glyma.13G122100
K17907	Glyma.13G122200
K19041	Glyma.13G122400
K14516	Glyma.13G122600
K14516	Glyma.13G122700
K14516	Glyma.13G122800
K14516	Glyma.13G122900
K14516	Glyma.13G123100
K11344	Glyma.13G123300
K06636	Glyma.13G123700
K09549	Glyma.13G124100
K14961	Glyma.13G124200
K10841	Glyma.13G124600
K12608	Glyma.13G124700
K08790	Glyma.13G124800
K01900	Glyma.13G125400
K12462	Glyma.13G125700
K10999	Glyma.13G126000
K02894	Glyma.13G126400
K17769	Glyma.13G126900
K14484	Glyma.13G127000
K08903	Glyma.13G127200
K03953	Glyma.13G127400
K00121	Glyma.13G127900
K09458	Glyma.13G128000
K09658	Glyma.13G128600
K10357	Glyma.13G128700
K11816	Glyma.13G128800
K03676	Glyma.13G128900
K00799	Glyma.13G129000
K02693	Glyma.13G129400
K02693	Glyma.13G129500
K16578	Glyma.13G130000
K03062	Glyma.13G130400
K03283	Glyma.13G130900
K12492	Glyma.13G131300
K05765	Glyma.13G131700
K00620	Glyma.13G131900
K11252	Glyma.13G132100
K01507	Glyma.13G132400
K01099	Glyma.13G132700
K10398	Glyma.13G133200
K08678	Glyma.13G133800
K02918	Glyma.13G133900
K01728	Glyma.13G134200
K15728	Glyma.13G134500
K06940	Glyma.13G134800
K00799	Glyma.13G135500
K00799	Glyma.13G135600
K12129	Glyma.13G135900
K00939	Glyma.13G136000
K10878	Glyma.13G136100
K02930	Glyma.13G136400
K10643	Glyma.13G136500
K08516	Glyma.13G136600
K10590	Glyma.13G136900
K02973	Glyma.13G137100
K09539	Glyma.13G137400
K07252	Glyma.13G137800
K00430	Glyma.13G138300
K08850	Glyma.13G138400
K04551	Glyma.13G138600
K08770	Glyma.13G138600
K08506	Glyma.13G138900
K04733	Glyma.13G139500
K02152	Glyma.13G139900
K02870	Glyma.13G140100
K01586	Glyma.13G140700
K06966	Glyma.13G140900
K05391	Glyma.13G141000
K08235	Glyma.13G141200
K15032	Glyma.13G141500
K00789	Glyma.13G141600
K09422	Glyma.13G141900
K05658	Glyma.13G142100
K14303	Glyma.13G142200
K14821	Glyma.13G142300
K01512	Glyma.13G142500
K14488	Glyma.13G142700
K14488	Glyma.13G142800
K14488	Glyma.13G143000
K14488	Glyma.13G143100
K14649	Glyma.13G143400
K13525	Glyma.13G143600
K14488	Glyma.13G144700
K00856	Glyma.13G144800
K00030	Glyma.13G144900
K10775	Glyma.13G145000
K14513	Glyma.13G145100
K11294	Glyma.13G145200
K10532	Glyma.13G145500
K11584	Glyma.13G145700
K09422	Glyma.13G145800
K01728	Glyma.13G145900
K01674	Glyma.13G146100
K01803	Glyma.13G146200
K09873	Glyma.13G146300
K07910	Glyma.13G146600
K00889	Glyma.13G146700
K09680	Glyma.13G146900
K11254	Glyma.13G147000
K09837	Glyma.13G147500
K03457	Glyma.13G147700
K12185	Glyma.13G147900
K19373	Glyma.13G148000
K13126	Glyma.13G148200
K01754	Glyma.13G148600
K08832	Glyma.13G149200
K00873	Glyma.13G149800
K09903	Glyma.13G149900
K14488	Glyma.13G150100
K13680	Glyma.13G150700
K00222	Glyma.13G150900
K14510	Glyma.13G151100
K09419	Glyma.13G151200
K14847	Glyma.13G151300
K02896	Glyma.13G151600
K01623	Glyma.13G151800
K07904	Glyma.13G152610
K04567	Glyma.13G152678
K09833	Glyma.13G152746
K09833	Glyma.13G152780
K09833	Glyma.13G152814
K03126	Glyma.13G152882
K14432	Glyma.13G153200
K03531	Glyma.13G153300
K00419	Glyma.13G153500
K01814	Glyma.13G153700
K08770	Glyma.13G153900
K12847	Glyma.13G154200
K06133	Glyma.13G154600
K03098	Glyma.13G155200
K14491	Glyma.13G155400
K01183	Glyma.13G155800
K17824	Glyma.13G155900
K01535	Glyma.13G156000
K02209	Glyma.13G156400
K11592	Glyma.13G156500
K17086	Glyma.13G156800
K17569	Glyma.13G156900
K06184	Glyma.13G158600
K10632	Glyma.13G158700
K00737	Glyma.13G158900
K14484	Glyma.13G159000
K15208	Glyma.13G159900
K06617	Glyma.13G160100
K12607	Glyma.13G160300
K08515	Glyma.13G160500
K18789	Glyma.13G161100
K18789	Glyma.13G161200
K18789	Glyma.13G161400
K07297	Glyma.13G161500
K00696	Glyma.13G161600
K05016	Glyma.13G161800
K11366	Glyma.13G162300
K05756	Glyma.13G162500
K03715	Glyma.13G162600
K01507	Glyma.13G162800
K07964	Glyma.13G163000
K18932	Glyma.13G163400
K02949	Glyma.13G165200
K14803	Glyma.13G165300
K12852	Glyma.13G165400
K15014	Glyma.13G165700
K11420	Glyma.13G166000
K07198	Glyma.13G166100
K14515	Glyma.13G166200
K02919	Glyma.13G166400
K00430	Glyma.13G167100
K00771	Glyma.13G167500
K12845	Glyma.13G167800
K14852	Glyma.13G167900
K11594	Glyma.13G168000
K05954	Glyma.13G168600
K00122	Glyma.13G168700
K14800	Glyma.13G169100
K15382	Glyma.13G169700
K09338	Glyma.13G169900
K00128	Glyma.13G170600
K03549	Glyma.13G170700
K14545	Glyma.13G171200
K00721	Glyma.13G171700
K03405	Glyma.13G171800
K00430	Glyma.13G172300
K04392	Glyma.13G172600
K07904	Glyma.13G172800
K11253	Glyma.13G173100
K13257	Glyma.13G173401
K13257	Glyma.13G173500
K13691	Glyma.13G173900
K14486	Glyma.13G174000
K04730	Glyma.13G174800
K15283	Glyma.13G175100
K07466	Glyma.13G175500
K13993	Glyma.13G175700
K13993	Glyma.13G176000
K08770	Glyma.13G176100
K13993	Glyma.13G176200
K13993	Glyma.13G176300
K08770	Glyma.13G176400
K10695	Glyma.13G177200
K02991	Glyma.13G177800
K02988	Glyma.13G177900
K13100	Glyma.13G178100
K14409	Glyma.13G178200
K11108	Glyma.13G179100
K03978	Glyma.13G179400
K02888	Glyma.13G179500
K10581	Glyma.13G179600
K10666	Glyma.13G179900
K06027	Glyma.13G180100
K09419	Glyma.13G180200
K03144	Glyma.13G180800
K04733	Glyma.13G181400
K18998	Glyma.13G181700
K03857	Glyma.13G182200
K15178	Glyma.13G182500
K12829	Glyma.13G182600
K03217	Glyma.13G182900
K00422	Glyma.13G183000
K00422	Glyma.13G183200
K00422	Glyma.13G183500
K17982	Glyma.13G183600
K16297	Glyma.13G183700
K18643	Glyma.13G184300
K01082	Glyma.13G185200
K19347	Glyma.13G185300
K01051	Glyma.13G186000
K05894	Glyma.13G186200
K11420	Glyma.13G186800
K15451	Glyma.13G187100
K12180	Glyma.13G187200
K09422	Glyma.13G187500
K16732	Glyma.13G189600
K14156	Glyma.13G189900
K09647	Glyma.13G190200
K09647	Glyma.13G190900
K17095	Glyma.13G191200
K01025	Glyma.13G191600
K18417	Glyma.13G192200
K04681	Glyma.13G192400
K03002	Glyma.13G192600
K11593	Glyma.13G193200
K09567	Glyma.13G193500
K03950	Glyma.13G193600
K14431	Glyma.13G193700
K02838	Glyma.13G194000
K07766	Glyma.13G195300
K09647	Glyma.13G195700
K00889	Glyma.13G196700
K03539	Glyma.13G196800
K16251	Glyma.13G196900
K01190	Glyma.13G197000
K09548	Glyma.13G197100
K07047	Glyma.13G197200
K14638	Glyma.13G197500
K14492	Glyma.13G197600
K15542	Glyma.13G198200
K01025	Glyma.13G198300
K01025	Glyma.13G198400
K17479	Glyma.13G198500
K12486	Glyma.13G198600
K13421	Glyma.13G198700
K04506	Glyma.13G198800
K17095	Glyma.13G199800
K17099	Glyma.13G200000
K10685	Glyma.13G201500
K14573	Glyma.13G201700
K10875	Glyma.13G201800
K06674	Glyma.13G202100
K11159	Glyma.13G202200
K08064	Glyma.13G202300
K13121	Glyma.13G202400
K10999	Glyma.13G202500
K09422	Glyma.13G203100
K19045	Glyma.13G203300
K05863	Glyma.13G203400
K02115	Glyma.13G204800
K13993	Glyma.13G205800
K13989	Glyma.13G205900
K01488	Glyma.13G206500
K15283	Glyma.13G206700
K19043	Glyma.13G206800
K04708	Glyma.13G207200
K08066	Glyma.13G207700
K01687	Glyma.13G207900
K07952	Glyma.13G208600
K04371	Glyma.13G210300
K00942	Glyma.13G210400
K02358	Glyma.13G210600
K01915	Glyma.13G210800
K06890	Glyma.13G211300
K08272	Glyma.13G211500
K10268	Glyma.13G211600
K01611	Glyma.13G211700
K07305	Glyma.13G212000
K18177	Glyma.13G212100
K00472	Glyma.13G212700
K14490	Glyma.13G212800
K11801	Glyma.13G213100
K08145	Glyma.13G213200
K01662	Glyma.13G213500
K17545	Glyma.13G214400
K08819	Glyma.13G215200
K19073	Glyma.13G215400
K11000	Glyma.13G215551
K10144	Glyma.13G215600
K11654	Glyma.13G215900
K03676	Glyma.13G216200
K03676	Glyma.13G216300
K03354	Glyma.13G216500
K02882	Glyma.13G217100
K02955	Glyma.13G217200
K09832	Glyma.13G217400
K01000	Glyma.13G217500
K15191	Glyma.13G217600
K01230	Glyma.13G217900
K04125	Glyma.13G218200
K18192	Glyma.13G219600
K03861	Glyma.13G219700
K10683	Glyma.13G220400
K14315	Glyma.13G220600
K13113	Glyma.13G221100
K02923	Glyma.13G221500
K16296	Glyma.13G221900
K05658	Glyma.13G222000
K00600	Glyma.13G222300
K03259	Glyma.13G222400
K09264	Glyma.13G223300
K14638	Glyma.13G223800
K03283	Glyma.13G224000
K03283	Glyma.13G224100
K14502	Glyma.13G224300
K03030	Glyma.13G224700
K09874	Glyma.13G224900
K06215	Glyma.13G225000
K15731	Glyma.13G225100
K09419	Glyma.13G225700
K08266	Glyma.13G227200
K14502	Glyma.13G228100
K07198	Glyma.13G228400
K12761	Glyma.13G228500
K14496	Glyma.13G229300
K13341	Glyma.13G229400
K02914	Glyma.13G230600
K01568	Glyma.13G231700
K13176	Glyma.13G232100
K03405	Glyma.13G232500
K19038	Glyma.13G232800
K13117	Glyma.13G232900
K05387	Glyma.13G233400
K07560	Glyma.13G233500
K01724	Glyma.13G234000
K14486	Glyma.13G234200
K08472	Glyma.13G234400
K03676	Glyma.13G234500
K07442	Glyma.13G234900
K09510	Glyma.13G235400
K00688	Glyma.13G235600
K07466	Glyma.13G236400
K02991	Glyma.13G237800
K14409	Glyma.13G238000
K03251	Glyma.13G238200
K15397	Glyma.13G238600
K00454	Glyma.13G239000
K10581	Glyma.13G239100
K11000	Glyma.13G239300
K15637	Glyma.13G239400
K10666	Glyma.13G239500
K14864	Glyma.13G239900
K01466	Glyma.13G240500
K01466	Glyma.13G240600
K04712	Glyma.13G240700
K01652	Glyma.13G241000
K18998	Glyma.13G241400
K03941	Glyma.13G241500
K01988	Glyma.13G241600
K12829	Glyma.13G241800
K00422	Glyma.13G242300
K02898	Glyma.13G243100
K16297	Glyma.13G243500
K18643	Glyma.13G244300
K01082	Glyma.13G244900
K02992	Glyma.13G245200
K02898	Glyma.13G245300
K12867	Glyma.13G245700
K08486	Glyma.13G245800
K17871	Glyma.13G246600
K09422	Glyma.13G247200
K08869	Glyma.13G247300
K15601	Glyma.13G247400
K18812	Glyma.13G247600
K13125	Glyma.13G247800
K09602	Glyma.13G248100
K03809	Glyma.13G249600
K03809	Glyma.13G249700
K15086	Glyma.13G250400
K02553	Glyma.13G250900
K10405	Glyma.13G251100
K03671	Glyma.13G251200
K13449	Glyma.13G251600
K13449	Glyma.13G251700
K13449	Glyma.13G252000
K13449	Glyma.13G252300
K13449	Glyma.13G252400
K16302	Glyma.13G252800
K00511	Glyma.13G253100
K01507	Glyma.13G253600
K07305	Glyma.13G253800
K02331	Glyma.13G254600
K04043	Glyma.13G254900
K09264	Glyma.13G255200
K00083	Glyma.13G255300
K14553	Glyma.13G255400
K17065	Glyma.13G256100
K13162	Glyma.13G256300
K17619	Glyma.13G256700
K08596	Glyma.13G256800
K01673	Glyma.13G257200
K01802	Glyma.13G258500
K04125	Glyma.13G259400
K04125	Glyma.13G259500
K11855	Glyma.13G259700
K11000	Glyma.13G261000
K17725	Glyma.13G261400
K09647	Glyma.13G261900
K05356	Glyma.13G262200
K00852	Glyma.13G263300
K00852	Glyma.13G263400
K14297	Glyma.13G264100
K03453	Glyma.13G264300
K15382	Glyma.13G264400
K12450	Glyma.13G264500
K16055	Glyma.13G264600
K00858	Glyma.13G264900
K03358	Glyma.13G265400
K01307	Glyma.13G267851
K01307	Glyma.13G268000
K10956	Glyma.13G268600
K07904	Glyma.13G269000
K03843	Glyma.13G269200
K18178	Glyma.13G269700
K01599	Glyma.13G269900
K01595	Glyma.13G270400
K03846	Glyma.13G270500
K06630	Glyma.13G270600
K10580	Glyma.13G270800
K03152	Glyma.13G271200
K00791	Glyma.13G271500
K05387	Glyma.13G272400
K19041	Glyma.13G272700
K18327	Glyma.13G272800
K02913	Glyma.13G274200
K08838	Glyma.13G274500
K17506	Glyma.13G274800
K03327	Glyma.13G275400
K03327	Glyma.13G275500
K16054	Glyma.13G276000
K02906	Glyma.13G276300
K00943	Glyma.13G277200
K10581	Glyma.13G277400
K03514	Glyma.13G277700
K10418	Glyma.13G277800
K03671	Glyma.13G277900
K15377	Glyma.13G278300
K08472	Glyma.13G278400
K14537	Glyma.13G278500
K05350	Glyma.13G278600
K05350	Glyma.13G278700
K15203	Glyma.13G278900
K02932	Glyma.13G280200
K02932	Glyma.13G280300
K13348	Glyma.13G280600
K12486	Glyma.13G281400
K17292	Glyma.13G281700
K10357	Glyma.13G281900
K08914	Glyma.13G282000
K09422	Glyma.13G282100
K15429	Glyma.13G282700
K03809	Glyma.13G284200
K14487	Glyma.13G284600
K08202	Glyma.13G284900
K02895	Glyma.13G285600
K11251	Glyma.13G285900
K11251	Glyma.13G286000
K10405	Glyma.13G286400
K03671	Glyma.13G286600
K13648	Glyma.13G286900
K11462	Glyma.13G287200
K04125	Glyma.13G287600
K04125	Glyma.13G288000
